CustomerID,Gender,Age,TenureMonths,MonthlyCharges,TotalCharges,InternetService,ContractType,PaymentMethod,SupportTickets,LatePayments,Churn
CUST102687,Female,21,18,111.3,2111.57,Fiber Optic,Two Year,Credit Card,2,0,Yes
CUST102688,Male,35,45,55.65,2888.37,No Internet,One Year,Bank Transfer,5,2,No
CUST102689,Female,21,12,98.8,1552.75,No Internet,Month-to-Month,UPI,1,1,No
CUST102690,Female,51,49,52.34,2421.16,DSL,Month-to-Month,Electronic Check,4,1,No
CUST102691,Male,46,31,141.99,4482.14,Fiber Optic,Month-to-Month,Bank Transfer,1,2,Yes
CUST102692,Female,41,22,54.21,1698.58,Fiber Optic,Month-to-Month,Electronic Check,3,5,No
CUST102693,Female,39,44,105.78,4653.58,Fiber Optic,One Year,UPI,3,0,No
CUST102694,Female,19,64,100.31,6470.78,No Internet,Month-to-Month,Credit Card,0,3,No
CUST102695,Female,61,25,84.48,1813.26,No Internet,Two Year,Credit Card,2,1,No
CUST102696,Female,23,51,54.88,3007.28,Fiber Optic,One Year,Credit Card,5,0,No
CUST102697,Female,59,7,70.46,548.85,DSL,One Year,Electronic Check,4,1,Yes
CUST102698,Female,42,6,20.0,100.0,Fiber Optic,Month-to-Month,Bank Transfer,0,2,Yes
CUST102699,Female,38,24,81.73,2100.21,Fiber Optic,Two Year,Credit Card,2,2,No
CUST102700,Male,33,19,85.49,1819.93,DSL,One Year,Credit Card,4,2,No
CUST102701,Male,48,9,79.0,572.26,Fiber Optic,Two Year,Credit Card,5,2,Yes
CUST102702,Female,31,36,20.0,387.72,Fiber Optic,Two Year,Credit Card,4,0,No
CUST102703,Male,56,40,37.03,1509.02,Fiber Optic,Month-to-Month,UPI,1,2,No
CUST102704,Female,45,24,52.56,1399.94,DSL,Month-to-Month,UPI,6,0,No
CUST102705,Female,49,48,83.75,4073.38,No Internet,Two Year,Bank Transfer,2,0,No
CUST102706,Male,45,63,83.68,5503.45,No Internet,Two Year,UPI,3,1,No
CUST102707,Female,26,69,69.89,4479.95,DSL,One Year,UPI,2,0,Yes
CUST102708,Female,62,53,94.06,4782.26,DSL,Month-to-Month,UPI,3,4,Yes
CUST102709,Female,39,54,44.21,2431.68,Fiber Optic,One Year,Electronic Check,4,2,No
CUST102710,Female,49,42,93.31,3607.54,No Internet,Month-to-Month,UPI,2,1,No
CUST102711,Male,22,45,89.24,3864.23,DSL,Month-to-Month,Electronic Check,3,0,No
CUST102712,Female,40,14,86.33,1103.21,DSL,Month-to-Month,Electronic Check,8,0,Yes
CUST102713,Female,22,29,69.54,2219.98,DSL,Month-to-Month,UPI,2,3,No
CUST102714,Female,59,6,129.92,1040.79,DSL,Month-to-Month,Electronic Check,4,0,Yes
CUST102715,Male,49,7,89.8,773.36,Fiber Optic,Two Year,Credit Card,4,2,No
CUST102716,Female,27,37,45.95,2075.05,Fiber Optic,Two Year,Bank Transfer,4,0,No
CUST102717,Male,56,53,82.45,4649.75,DSL,Two Year,UPI,4,2,No
CUST102718,Male,32,18,97.57,1914.26,No Internet,Two Year,UPI,3,1,No
CUST102719,Female,24,38,57.36,2331.68,DSL,Month-to-Month,Bank Transfer,4,0,No
CUST102720,Female,46,59,107.68,6235.84,Fiber Optic,Two Year,UPI,3,3,No
CUST102721,Male,64,1,86.46,100.0,Fiber Optic,Two Year,UPI,2,1,Yes
CUST102722,Female,20,68,20.0,1217.2,DSL,Two Year,Bank Transfer,1,0,No
CUST102723,Male,36,44,83.99,3863.88,DSL,One Year,Electronic Check,0,4,Yes
CUST102724,Male,27,47,62.82,2889.88,DSL,Month-to-Month,Credit Card,2,2,Yes
CUST102725,Female,45,35,91.12,3311.44,Fiber Optic,Month-to-Month,Electronic Check,4,1,Yes
CUST102726,Female,46,60,103.33,5834.11,No Internet,Month-to-Month,Credit Card,1,1,No
CUST102727,Male,32,52,80.85,4309.36,DSL,Two Year,Bank Transfer,1,0,No
CUST102728,Male,52,8,124.96,828.61,DSL,Month-to-Month,Electronic Check,1,0,Yes
CUST102729,Male,23,41,69.64,2709.51,Fiber Optic,Two Year,Electronic Check,1,1,Yes
CUST102730,Male,29,3,93.74,614.45,Fiber Optic,Month-to-Month,Credit Card,3,0,Yes
CUST102731,Female,64,69,99.15,7271.59,No Internet,One Year,Credit Card,5,0,No
CUST102732,Female,55,14,72.08,794.34,Fiber Optic,Month-to-Month,Credit Card,0,0,No
CUST102733,Female,30,26,98.36,2511.21,DSL,Month-to-Month,Credit Card,2,2,No
CUST102734,Female,46,70,57.16,3976.42,Fiber Optic,Month-to-Month,UPI,2,0,No
CUST102735,Female,36,58,62.32,3762.0,DSL,One Year,Bank Transfer,2,4,Yes
CUST102736,Male,20,40,35.63,1331.15,Fiber Optic,Month-to-Month,Credit Card,0,2,Yes
CUST102737,Female,25,51,82.24,4033.19,Fiber Optic,One Year,Electronic Check,4,2,No
CUST102738,Female,25,5,84.76,482.42,No Internet,Month-to-Month,Electronic Check,3,0,Yes
CUST102739,Female,37,32,110.38,3548.35,DSL,Two Year,Electronic Check,2,1,No
CUST102740,Female,64,1,98.73,272.26,Fiber Optic,Month-to-Month,Credit Card,4,0,Yes
CUST102741,Female,21,54,66.46,3452.36,Fiber Optic,One Year,Bank Transfer,5,1,No
CUST102742,Male,38,11,39.65,395.18,No Internet,Month-to-Month,UPI,1,3,No
CUST102743,Male,20,53,87.99,4818.91,Fiber Optic,One Year,Credit Card,4,0,No
CUST102744,Male,62,8,108.32,854.4,DSL,Month-to-Month,Credit Card,3,2,Yes
CUST102745,Female,25,25,97.66,2105.7,Fiber Optic,One Year,UPI,1,2,No
CUST102746,Male,40,40,107.53,4626.19,No Internet,Two Year,Bank Transfer,3,1,No
CUST102747,Male,33,32,68.64,2179.61,DSL,Month-to-Month,Credit Card,3,2,No
CUST102748,Female,30,28,61.0,1694.7,DSL,Month-to-Month,Electronic Check,0,3,No
CUST102749,Female,20,3,52.89,664.12,Fiber Optic,One Year,Electronic Check,2,4,Yes
CUST102750,Female,26,62,73.32,4968.38,No Internet,One Year,Credit Card,4,1,Yes
CUST102751,Male,31,27,72.64,2151.28,Fiber Optic,Month-to-Month,Bank Transfer,4,1,No
CUST102752,Male,30,45,81.2,3436.75,No Internet,Month-to-Month,Electronic Check,3,2,No
CUST102753,Female,24,25,71.12,2053.04,Fiber Optic,Month-to-Month,Electronic Check,2,2,No
CUST102754,Female,32,61,70.99,3976.08,DSL,Month-to-Month,UPI,2,0,No
CUST102755,Male,24,44,51.7,2301.99,Fiber Optic,Month-to-Month,Bank Transfer,2,0,No
CUST102756,Male,55,46,103.25,4656.64,DSL,Two Year,Credit Card,4,1,No
CUST102757,Female,51,14,77.3,941.88,Fiber Optic,Month-to-Month,UPI,2,0,No
CUST102758,Female,58,8,69.77,604.53,Fiber Optic,One Year,UPI,3,2,No
CUST102759,Male,39,48,52.58,2646.45,Fiber Optic,Two Year,UPI,0,3,No
CUST102760,Female,41,14,35.04,647.83,Fiber Optic,Month-to-Month,Bank Transfer,3,1,Yes
CUST102761,Male,54,65,114.24,7409.31,Fiber Optic,One Year,Bank Transfer,3,1,No
CUST102762,Male,61,7,91.64,599.47,Fiber Optic,Two Year,Bank Transfer,5,0,No
CUST102763,Male,18,49,26.28,1458.55,No Internet,Month-to-Month,Credit Card,3,2,No
CUST102764,Male,27,55,97.89,5559.62,Fiber Optic,Month-to-Month,Bank Transfer,3,1,Yes
CUST102765,Female,60,13,102.67,1362.29,DSL,Two Year,UPI,4,1,No
CUST102766,Female,33,56,78.73,4235.76,Fiber Optic,Two Year,Electronic Check,4,1,No
CUST102767,Male,63,56,122.94,6546.5,DSL,Month-to-Month,Credit Card,2,1,No
CUST102768,Male,25,15,81.5,1354.4,Fiber Optic,Month-to-Month,Credit Card,0,0,No
CUST102769,Male,42,57,32.5,2047.06,No Internet,Month-to-Month,Credit Card,1,4,No
CUST102770,Male,29,58,85.96,4945.11,DSL,Month-to-Month,UPI,5,1,Yes
CUST102771,Male,42,35,82.35,2956.88,Fiber Optic,Month-to-Month,Bank Transfer,1,3,Yes
CUST102772,Female,34,16,56.9,1174.42,DSL,One Year,UPI,5,0,No
CUST102773,Female,43,8,92.21,1139.87,Fiber Optic,Two Year,Electronic Check,3,1,Yes
CUST102774,Female,63,45,24.97,1044.56,DSL,Month-to-Month,Bank Transfer,4,0,No
CUST102775,Female,31,40,104.72,4171.29,Fiber Optic,Two Year,Electronic Check,2,1,No
CUST102776,Male,58,54,48.66,2718.49,Fiber Optic,Month-to-Month,Credit Card,4,2,No
CUST102777,Male,53,14,45.45,393.3,Fiber Optic,Month-to-Month,Credit Card,7,0,Yes
CUST102778,Male,40,59,71.59,3794.97,DSL,Month-to-Month,UPI,1,1,No
CUST102779,Male,60,53,87.99,4396.56,Fiber Optic,Month-to-Month,Bank Transfer,4,0,Yes
CUST102780,Male,23,27,79.92,2102.81,DSL,Month-to-Month,Credit Card,1,1,Yes
CUST102781,Female,64,47,52.72,2333.03,DSL,Two Year,UPI,3,2,No
CUST102782,Male,22,6,59.82,195.82,Fiber Optic,Month-to-Month,Electronic Check,2,1,Yes
CUST102783,Female,60,55,41.01,2265.76,DSL,One Year,UPI,1,2,No
CUST102784,Female,42,44,68.26,3000.49,DSL,Month-to-Month,Bank Transfer,4,3,No
CUST102785,Female,35,18,107.25,1779.28,No Internet,Month-to-Month,Bank Transfer,0,0,No
CUST102786,Female,30,16,74.87,875.03,DSL,One Year,Bank Transfer,1,0,No
CUST102787,Male,60,12,100.78,1290.97,DSL,Two Year,Credit Card,2,1,No
CUST102788,Female,31,20,118.66,2583.98,DSL,Month-to-Month,UPI,0,3,No
CUST102789,Female,45,45,57.36,2457.49,Fiber Optic,One Year,Electronic Check,2,1,Yes
CUST102790,Female,35,64,69.4,4364.67,Fiber Optic,Two Year,Bank Transfer,2,1,No
CUST102791,Male,45,59,140.14,8430.79,Fiber Optic,One Year,UPI,1,1,No
CUST102792,Male,44,22,118.33,2812.94,Fiber Optic,Month-to-Month,Credit Card,3,2,Yes
CUST102793,Male,49,47,24.83,1075.42,Fiber Optic,One Year,Electronic Check,3,1,No
CUST102794,Female,64,29,86.61,2490.94,No Internet,Month-to-Month,Electronic Check,5,0,Yes
CUST102795,Female,26,45,75.02,3670.92,Fiber Optic,One Year,Electronic Check,2,5,No
CUST102796,Male,57,9,99.79,1073.52,DSL,Month-to-Month,Credit Card,2,1,Yes
CUST102797,Female,49,24,52.65,1035.62,DSL,Month-to-Month,Bank Transfer,3,0,Yes
CUST102798,Male,37,15,49.81,403.88,Fiber Optic,One Year,Credit Card,5,2,Yes
CUST102799,Male,45,36,54.72,1914.47,Fiber Optic,Month-to-Month,Electronic Check,2,1,No
CUST102800,Female,50,13,57.84,558.74,DSL,Month-to-Month,UPI,2,1,No
CUST102801,Female,21,44,99.46,4469.79,DSL,Two Year,Electronic Check,2,0,Yes
CUST102802,Female,63,71,39.56,2951.46,No Internet,Two Year,UPI,2,2,No
CUST102803,Female,51,36,56.32,2078.75,Fiber Optic,Month-to-Month,Credit Card,1,2,No
CUST102804,Male,20,61,21.33,1139.98,No Internet,Month-to-Month,Credit Card,3,4,Yes
CUST102805,Male,43,40,105.21,3954.3,Fiber Optic,Month-to-Month,Credit Card,2,0,Yes
CUST102806,Male,25,27,113.13,3186.73,DSL,Month-to-Month,UPI,2,3,Yes
CUST102807,Male,23,1,65.19,230.98,DSL,Two Year,Credit Card,1,3,No
CUST102808,Male,33,34,66.06,2467.51,Fiber Optic,One Year,Bank Transfer,4,0,No
CUST102809,Female,41,68,88.6,5966.76,Fiber Optic,Month-to-Month,Electronic Check,3,3,No
CUST102810,Male,56,21,119.23,2485.56,Fiber Optic,Month-to-Month,Bank Transfer,1,1,Yes
CUST102811,Male,47,33,87.26,3041.85,Fiber Optic,One Year,UPI,3,4,No
CUST102812,Male,62,7,54.07,380.84,DSL,One Year,Credit Card,1,3,No
CUST102813,Female,30,65,26.44,1604.1,Fiber Optic,One Year,Electronic Check,3,2,No
CUST102814,Female,22,3,41.55,100.0,DSL,Month-to-Month,Credit Card,2,1,Yes
CUST102815,Female,42,51,77.2,4080.87,Fiber Optic,Month-to-Month,Credit Card,0,1,No
CUST102816,Female,37,54,55.34,2929.99,DSL,Month-to-Month,Electronic Check,2,3,No
CUST102817,Male,35,59,80.85,4661.29,DSL,Month-to-Month,Electronic Check,3,0,No
CUST102818,Male,64,6,58.41,440.49,DSL,Month-to-Month,Bank Transfer,5,1,Yes
CUST102819,Female,35,29,43.26,1112.07,DSL,Two Year,Bank Transfer,3,3,No
CUST102820,Female,19,17,39.69,559.15,Fiber Optic,Month-to-Month,Bank Transfer,3,4,Yes
CUST102821,Male,27,60,121.87,7320.21,DSL,Two Year,Bank Transfer,3,0,No
CUST102822,Male,62,22,101.67,2143.45,Fiber Optic,Month-to-Month,Bank Transfer,3,2,No
CUST102823,Female,64,24,126.92,3329.01,Fiber Optic,Month-to-Month,UPI,2,1,Yes
CUST102824,Female,29,51,91.2,4757.88,Fiber Optic,Month-to-Month,UPI,1,2,Yes
CUST102825,Female,64,50,62.1,3130.37,DSL,Month-to-Month,Credit Card,4,2,No
CUST102826,Female,30,11,114.7,1542.6,DSL,Two Year,Credit Card,2,2,No
CUST102827,Male,64,56,74.01,4160.5,DSL,Month-to-Month,Bank Transfer,1,1,No
CUST102828,Male,28,71,81.63,6012.11,Fiber Optic,Month-to-Month,Credit Card,4,0,No
CUST102829,Male,36,42,73.72,2897.32,Fiber Optic,Two Year,UPI,2,1,No
CUST102830,Female,52,39,20.0,653.6,No Internet,Month-to-Month,UPI,2,1,No
CUST102831,Female,56,69,123.14,8305.05,DSL,Month-to-Month,Credit Card,1,2,Yes
CUST102832,Male,43,48,89.73,4407.92,Fiber Optic,Month-to-Month,Bank Transfer,3,2,Yes
CUST102833,Male,63,57,84.89,4529.74,DSL,Month-to-Month,UPI,0,1,Yes
CUST102834,Male,31,21,73.15,1599.67,Fiber Optic,Month-to-Month,Electronic Check,1,0,No
CUST102835,Male,62,20,79.9,1499.22,Fiber Optic,Month-to-Month,Electronic Check,1,1,Yes
CUST102836,Female,61,15,57.08,882.31,Fiber Optic,Two Year,Credit Card,3,1,No
CUST102837,Male,41,69,93.5,6447.59,Fiber Optic,Two Year,Bank Transfer,2,1,No
CUST102838,Male,58,51,35.79,1936.32,Fiber Optic,Month-to-Month,Credit Card,2,1,No
CUST102839,Male,18,62,80.58,5443.18,No Internet,Month-to-Month,Bank Transfer,3,3,No
CUST102840,Male,60,37,91.85,3802.29,DSL,Month-to-Month,Bank Transfer,2,3,No
CUST102841,Male,39,6,69.04,577.6,Fiber Optic,One Year,Electronic Check,4,3,No
CUST102842,Male,40,71,86.13,6046.62,DSL,Month-to-Month,UPI,2,4,No
CUST102843,Male,36,26,45.26,1214.48,No Internet,Two Year,UPI,1,1,No
CUST102844,Female,35,8,46.03,288.73,Fiber Optic,One Year,Credit Card,5,0,No
CUST102845,Female,29,4,82.1,181.23,DSL,Month-to-Month,Credit Card,3,2,Yes
CUST102846,Female,45,21,95.36,1611.98,DSL,One Year,Bank Transfer,1,2,No
CUST102847,Female,45,31,20.0,574.42,Fiber Optic,Month-to-Month,UPI,1,1,Yes
CUST102848,Male,50,21,90.66,1959.05,Fiber Optic,Month-to-Month,Bank Transfer,3,0,No
CUST102849,Female,36,25,58.7,1589.8,Fiber Optic,Month-to-Month,Electronic Check,4,0,No
CUST102850,Female,45,15,69.22,1060.86,DSL,Month-to-Month,Electronic Check,0,2,No
CUST102851,Male,54,35,34.81,1079.5,Fiber Optic,One Year,Bank Transfer,3,2,No
CUST102852,Male,43,49,49.45,2323.39,DSL,One Year,Bank Transfer,5,2,No
CUST102853,Female,52,43,103.98,4655.84,DSL,Month-to-Month,Bank Transfer,2,2,No
CUST102854,Female,51,41,75.99,2773.66,Fiber Optic,Two Year,Bank Transfer,4,1,No
CUST102855,Male,52,37,63.52,2248.35,No Internet,Month-to-Month,Bank Transfer,2,0,Yes
CUST102856,Female,57,57,71.51,4080.74,No Internet,Month-to-Month,Electronic Check,4,1,No
CUST102857,Male,33,42,89.68,3684.51,Fiber Optic,Month-to-Month,Electronic Check,1,4,Yes
CUST102858,Male,55,47,88.21,3842.23,No Internet,One Year,Electronic Check,2,2,No
CUST102859,Male,30,61,72.75,4624.74,Fiber Optic,Two Year,Credit Card,3,1,No
CUST102860,Male,40,14,107.79,1741.89,Fiber Optic,One Year,Electronic Check,2,4,Yes
CUST102861,Female,39,68,104.11,6882.04,Fiber Optic,Two Year,UPI,6,0,No
CUST102862,Male,33,53,87.4,3990.54,DSL,Month-to-Month,UPI,0,1,No
CUST102863,Male,45,34,76.64,3005.73,DSL,Month-to-Month,Bank Transfer,5,3,Yes
CUST102864,Female,52,24,94.72,2190.14,Fiber Optic,Month-to-Month,Electronic Check,3,2,No
CUST102865,Male,62,20,84.43,1494.07,Fiber Optic,One Year,Bank Transfer,2,1,No
CUST102866,Female,63,69,106.82,7348.3,Fiber Optic,Month-to-Month,Bank Transfer,3,1,Yes
CUST102867,Female,25,30,101.99,3123.83,No Internet,Two Year,UPI,2,0,No
CUST102868,Female,61,7,44.45,185.38,No Internet,Month-to-Month,UPI,6,3,Yes
CUST102869,Male,39,36,42.42,1553.16,DSL,Month-to-Month,Bank Transfer,3,1,No
CUST102870,Female,38,38,53.96,2026.6,DSL,Month-to-Month,UPI,3,0,No
CUST102871,Female,43,52,104.28,5285.03,DSL,One Year,Bank Transfer,2,3,No
CUST102872,Male,57,15,27.71,100.0,Fiber Optic,Month-to-Month,Bank Transfer,6,0,Yes
CUST102873,Female,38,46,86.84,4261.02,Fiber Optic,Month-to-Month,Bank Transfer,3,1,No
CUST102874,Female,42,23,85.88,2088.17,DSL,Month-to-Month,Credit Card,2,2,No
CUST102875,Female,58,12,109.88,1164.94,DSL,One Year,UPI,5,1,No
CUST102876,Female,18,44,80.41,3619.19,Fiber Optic,One Year,UPI,3,2,No
CUST102877,Female,23,15,34.7,346.64,No Internet,One Year,Electronic Check,2,3,No
CUST102878,Male,40,49,46.22,2257.12,DSL,Month-to-Month,UPI,3,1,Yes
CUST102879,Female,40,21,39.54,949.04,Fiber Optic,Two Year,Electronic Check,5,0,Yes
CUST102880,Female,60,15,58.86,975.7,DSL,Two Year,Bank Transfer,2,0,No
CUST102881,Male,60,14,69.51,891.85,No Internet,Month-to-Month,Credit Card,1,1,No
CUST102882,Male,40,42,40.04,1844.95,Fiber Optic,Month-to-Month,Bank Transfer,2,0,Yes
CUST102883,Male,49,15,119.12,1788.91,DSL,Month-to-Month,Bank Transfer,3,2,No
CUST102884,Female,47,63,35.24,2114.72,Fiber Optic,Month-to-Month,Bank Transfer,2,2,Yes
CUST102885,Male,30,68,115.38,8180.91,Fiber Optic,Two Year,Electronic Check,0,1,Yes
CUST102886,Female,60,27,110.55,2760.03,DSL,One Year,Credit Card,1,5,Yes
CUST102887,Female,35,53,101.95,5483.31,Fiber Optic,Two Year,Bank Transfer,0,1,No
CUST102888,Male,40,52,54.19,3101.24,Fiber Optic,Month-to-Month,Electronic Check,3,3,Yes
CUST102889,Male,32,63,85.27,5031.61,Fiber Optic,One Year,Bank Transfer,0,4,Yes
CUST102890,Female,50,53,36.68,2271.37,Fiber Optic,Month-to-Month,Credit Card,2,2,No
CUST102891,Male,38,57,102.33,6170.75,Fiber Optic,Month-to-Month,Bank Transfer,1,2,Yes
CUST102892,Female,56,52,72.78,3690.84,DSL,One Year,Bank Transfer,2,0,No
CUST102893,Male,40,43,62.72,2754.84,Fiber Optic,Month-to-Month,UPI,0,0,No
CUST102894,Male,44,7,38.29,120.75,DSL,One Year,Electronic Check,6,3,Yes
CUST102895,Male,62,42,20.0,674.98,DSL,One Year,Credit Card,4,1,No
CUST102896,Female,61,4,43.84,100.0,Fiber Optic,Two Year,Electronic Check,2,2,No
CUST102897,Male,35,69,108.38,7817.08,DSL,Month-to-Month,UPI,3,1,No
CUST102898,Female,41,5,62.91,268.09,DSL,One Year,Bank Transfer,1,1,No
CUST102899,Female,64,41,69.92,2589.56,Fiber Optic,Two Year,Credit Card,3,1,No
CUST102900,Female,57,4,94.67,586.39,Fiber Optic,Two Year,Credit Card,1,3,No
CUST102901,Female,59,2,129.17,393.0,DSL,One Year,Electronic Check,5,3,Yes
CUST102902,Male,24,67,114.75,7763.42,No Internet,One Year,Bank Transfer,3,3,No
CUST102903,Female,37,21,45.83,830.76,Fiber Optic,Month-to-Month,UPI,1,1,No
CUST102904,Female,44,70,20.0,1319.33,Fiber Optic,One Year,Bank Transfer,1,0,No
CUST102905,Male,23,43,145.79,6683.49,Fiber Optic,One Year,Electronic Check,0,3,No
CUST102906,Female,44,69,143.07,9948.87,Fiber Optic,One Year,Credit Card,4,1,No
CUST102907,Male,26,9,80.65,620.11,DSL,One Year,Credit Card,0,2,No
CUST102908,Female,62,28,36.89,1181.61,Fiber Optic,Month-to-Month,Bank Transfer,2,0,Yes
CUST102909,Male,48,26,103.9,2870.14,Fiber Optic,Month-to-Month,Bank Transfer,4,1,Yes
CUST102910,Female,38,3,71.76,577.93,Fiber Optic,One Year,Bank Transfer,3,2,No
CUST102911,Male,43,49,71.61,3522.0,Fiber Optic,Month-to-Month,Bank Transfer,2,3,No
CUST102912,Female,57,17,101.83,1877.61,Fiber Optic,Month-to-Month,UPI,1,2,No
CUST102913,Female,62,63,85.03,5463.17,Fiber Optic,Month-to-Month,UPI,5,1,No
CUST102914,Male,30,55,39.43,2025.77,Fiber Optic,Month-to-Month,UPI,2,2,Yes
CUST102915,Male,40,23,65.26,1227.81,DSL,Two Year,UPI,0,1,No
CUST102916,Male,37,34,94.83,3348.52,No Internet,Month-to-Month,Electronic Check,2,4,No
CUST102917,Male,54,69,90.31,6369.88,Fiber Optic,Month-to-Month,Credit Card,2,2,No
CUST102918,Female,45,15,82.86,756.48,DSL,Month-to-Month,Credit Card,8,1,No
CUST102919,Female,34,47,103.0,4946.98,Fiber Optic,Month-to-Month,Electronic Check,2,1,No
CUST102920,Male,45,3,64.15,176.64,Fiber Optic,Month-to-Month,Electronic Check,4,5,Yes
CUST102921,Female,58,28,80.36,2337.21,Fiber Optic,Month-to-Month,UPI,2,2,Yes
CUST102922,Male,19,3,20.0,100.0,Fiber Optic,Two Year,Bank Transfer,2,2,Yes
CUST102923,Male,42,4,61.51,536.93,DSL,Month-to-Month,Credit Card,1,2,No
CUST102924,Female,58,31,97.92,3241.52,Fiber Optic,One Year,Electronic Check,3,3,No
CUST102925,Female,23,45,63.29,2570.22,Fiber Optic,Two Year,Bank Transfer,1,2,No
CUST102926,Female,28,59,61.01,3403.68,DSL,Two Year,UPI,1,0,No
CUST102927,Female,55,45,43.76,1981.26,DSL,Month-to-Month,Electronic Check,4,7,No
CUST102928,Female,23,37,105.1,3764.93,Fiber Optic,Month-to-Month,Credit Card,2,1,Yes
CUST102929,Female,62,65,91.45,6160.53,Fiber Optic,Month-to-Month,Credit Card,4,3,No
CUST102930,Female,28,9,99.76,695.38,Fiber Optic,Month-to-Month,Credit Card,2,3,No
CUST102931,Male,31,17,23.21,609.12,Fiber Optic,Month-to-Month,Electronic Check,3,2,No
CUST102932,Male,19,65,70.19,4076.85,Fiber Optic,Two Year,Credit Card,6,2,No
CUST102933,Male,57,3,66.6,118.85,Fiber Optic,Month-to-Month,UPI,1,3,No
CUST102934,Male,20,26,66.58,2008.77,DSL,Month-to-Month,Credit Card,2,2,Yes
CUST102935,Male,52,53,56.52,2984.09,DSL,Month-to-Month,UPI,1,2,No
CUST102936,Female,50,31,64.62,2008.77,DSL,Two Year,Credit Card,7,5,Yes
CUST102937,Male,41,26,100.49,2768.32,Fiber Optic,One Year,UPI,7,0,No
CUST102938,Male,36,23,20.0,565.52,Fiber Optic,Month-to-Month,Electronic Check,3,1,Yes
CUST102939,Male,35,30,128.32,3827.16,Fiber Optic,Month-to-Month,UPI,2,1,Yes
CUST102940,Male,41,10,89.52,1158.86,DSL,Month-to-Month,Electronic Check,5,0,Yes
CUST102941,Male,62,64,73.73,4744.56,Fiber Optic,One Year,Bank Transfer,3,2,No
CUST102942,Male,52,22,102.21,2357.11,No Internet,One Year,UPI,3,2,No
CUST102943,Male,18,15,31.44,660.61,DSL,One Year,Electronic Check,1,3,No
CUST102944,Female,53,56,55.06,2597.52,No Internet,Month-to-Month,Bank Transfer,4,0,No
CUST102945,Female,42,20,71.37,1283.52,DSL,One Year,Credit Card,1,2,No
CUST102946,Male,62,47,115.97,5332.65,No Internet,One Year,Bank Transfer,3,2,No
CUST102947,Female,60,53,73.61,4033.09,DSL,Two Year,UPI,2,2,No
CUST102948,Female,51,53,88.5,5039.16,No Internet,One Year,Bank Transfer,2,2,No
CUST102949,Female,42,1,57.31,100.0,Fiber Optic,Month-to-Month,Credit Card,1,1,Yes
CUST102950,Female,33,2,89.61,100.0,Fiber Optic,Month-to-Month,Bank Transfer,2,2,Yes
CUST102951,Male,51,58,125.32,7487.41,DSL,Month-to-Month,UPI,4,2,Yes
CUST102952,Female,46,19,104.87,1644.56,No Internet,One Year,UPI,3,1,Yes
CUST102953,Female,36,62,72.56,4575.39,Fiber Optic,One Year,Electronic Check,2,1,No
CUST102954,Female,40,12,95.26,1234.23,Fiber Optic,Month-to-Month,Credit Card,2,0,Yes
CUST102955,Male,36,26,92.33,2508.08,DSL,Month-to-Month,Credit Card,4,1,Yes
CUST102956,Male,42,27,90.2,2210.56,DSL,Month-to-Month,Bank Transfer,4,1,Yes
CUST102957,Male,33,29,108.36,3134.35,Fiber Optic,Two Year,Credit Card,2,0,No
CUST102958,Male,26,15,108.13,1381.57,DSL,Month-to-Month,UPI,1,1,No
CUST102959,Male,18,46,71.19,3496.2,No Internet,Month-to-Month,Bank Transfer,3,2,No
CUST102960,Male,59,1,94.26,100.0,No Internet,Month-to-Month,Electronic Check,1,1,Yes
CUST102961,Male,36,60,63.51,3818.1,Fiber Optic,Month-to-Month,Bank Transfer,0,0,Yes
CUST102962,Female,50,57,47.31,3114.84,Fiber Optic,One Year,Bank Transfer,4,2,No
CUST102963,Female,51,3,66.92,426.3,Fiber Optic,Two Year,Electronic Check,0,1,No
CUST102964,Female,33,18,72.71,955.11,Fiber Optic,Month-to-Month,Bank Transfer,3,2,Yes
CUST102965,Male,61,52,25.15,1247.04,Fiber Optic,One Year,Credit Card,3,1,No
CUST102966,Male,57,60,100.81,6061.77,DSL,Month-to-Month,Bank Transfer,1,1,No
CUST102967,Male,35,34,20.0,642.01,Fiber Optic,Two Year,Bank Transfer,3,1,No
CUST102968,Male,51,60,156.44,9464.06,No Internet,Month-to-Month,Bank Transfer,3,3,Yes
CUST102969,Male,42,26,120.06,3244.69,No Internet,Month-to-Month,UPI,1,2,No
CUST102970,Female,62,19,67.17,1642.91,Fiber Optic,Month-to-Month,UPI,3,1,Yes
CUST102971,Female,23,22,75.28,1562.72,No Internet,Month-to-Month,Credit Card,5,0,No
CUST102972,Male,38,33,84.09,2923.63,DSL,Month-to-Month,Electronic Check,2,1,No
CUST102973,Male,23,38,57.33,2142.18,DSL,One Year,UPI,2,3,No
CUST102974,Male,49,35,80.78,3140.97,Fiber Optic,One Year,UPI,3,1,No
CUST102975,Male,58,67,70.68,4813.81,DSL,Month-to-Month,Credit Card,1,2,Yes
CUST102976,Female,60,10,72.17,729.84,Fiber Optic,One Year,Credit Card,5,4,Yes
CUST102977,Male,56,15,80.44,1154.31,DSL,Month-to-Month,Electronic Check,0,0,No
CUST102978,Male,48,11,35.59,217.45,Fiber Optic,One Year,Bank Transfer,4,0,No
CUST102979,Male,59,24,76.19,2001.88,DSL,One Year,Bank Transfer,3,2,No
CUST102980,Male,27,4,79.9,155.44,Fiber Optic,One Year,Electronic Check,3,2,No
